name,AP,R@100,nDCG@10
SPLADE Only,0.32567962481032564,0.6744822421399537,0.41373524254283056
Hybrid (w=0.05),0.3265510590796317,0.6753533222793264,0.4139475068102914
Hybrid (w=0.10),0.32769814286651094,0.6762244024186993,0.4144496156053581
Hybrid (w=0.20),0.32941072929961945,0.6762244024186993,0.4144496156053581
BM25 Only,0.41005417742223144,0.6968632751934375,0.48713478794750736
