name,AP,R@100,nDCG@10
Hybrid (RM3 only),0.41339253392273434,0.7805910763416952,0.48921543991031885
Hybrid (RM3 → Bo1),0.3719883448981912,0.7468156297367282,0.4297203859445973
Hybrid (Bo1 → RM3),0.3731497895560345,0.6965496264718024,0.43991468527687616
