name,AP,R@100,nDCG@10
SPLADE,0.32566787068553765,0.6744822421399537,0.41373524254283056
BM25,0.41005417742223144,0.6968632751934375,0.48713478794750736
Hybrid (w=0.2),0.32941072929961945,0.6762244024186993,0.4144496156053581
RRF,0.4370032042293884,0.8080349335140277,0.47426938747505126
