name,AP,R@100,nDCG@10
BM25 (tuned) [5-fold CV avg],0.236985562434968,0.40140461908364183,0.4244348916379434
Best Hybrid (CV) [5-fold CV avg],0.26232426048709956,0.40615025584424236,0.4936753994655437
SPLADE [5-fold CV avg],0.22514828646944735,0.37317201376543413,0.45474958279738653
