name,AP,R@100,nDCG@10
SPLADE,0.2251758482140403,0.3731557407088092,0.45482185104134
Hybrid (w=20),0.2554110125273604,0.39981757460563083,0.48711851187072985
Three-way RRF,0.2336069844242962,0.40800421879810966,0.39202502094535235
