name,AP,R@100,nDCG@10
Hybrid (w=20),0.2554110125273604,0.39981757460563083,0.48711851187072985
Hybrid + Bo1,0.28738130564093445,0.43611190843029907,0.5002763885840138
Hybrid + RM3,0.2853474550352722,0.4382438422854981,0.49926314672127353
