name,AP,R@100,nDCG@10
RM3 (lambda=0.3),0.27805372827926705,0.4339506473662729,0.4799026605741442
RM3 (lambda=0.4),0.2773779413256864,0.4308795646147347,0.4857014561361944
RM3 (lambda=0.5),0.2751891482703108,0.42782387419388257,0.4909961255791262
RM3 (lambda=0.6),0.2719127220255259,0.42320184174529657,0.48950317033156293
RM3 (lambda=0.7),0.26762793704628596,0.4178029548675498,0.4876303960708693
